order_id,order_date,sku,quantity,selling_price,currency,order_status,discount
ORD-10033,2026-07-18,7733258833_ID-14239398054,3,27249000,IDR,Completed,
ORD-10034,2026-07-18,7733258833_ID-14239398054,4,27249000,IDR,Completed,
ORD-10035,2026-07-18,13353039_MY-10648467850,2,8.699999999999999e+00,MYR,Completed,10%
ORD-10035,2026-07-18,556644369_MY-1141786737,1,7.120000000000000e+00,MYR,Completed,
ORD-10035,2026-07-18,2984200288_ID-13976190075,2,307000,IDR,Completed,
ORD-10036,2026-07-19,2984200288_ID-13976190075,3,307000,IDR,Completed,
ORD-10037,2026-07-19,2984200288_ID-13976190075,4,307000,IDR,Completed,
ORD-10037,2026-07-19,7733258833_ID-14239398054,4,27249000,IDR,Shipped,
ORD-10038,2026-07-19,1297292854_TH-3195224281,1,419,THB,Shipped,
ORD-10038,2026-07-19,7713634395_ID-14196874621,3,10800,IDR,Completed,
ORD-10038,2026-07-19,7733258833_ID-14239398054,2,27249000,IDR,Completed,
ORD-10039,2026-07-19,2965074981_MY-14525455955,3,799,MYR,Completed,10%
ORD-10040,2026-07-19,7766536110_ID-14251418035,2,65000,IDR,Completed,
ORD-10041,2026-07-19,1297292854_TH-3195224281,3,419,THB,Completed,
ORD-10042,2026-07-19,8208846537_ID-14616530834,2,16499000,IDR,Completed,
ORD-10042,2026-07-19,6872778045_ID-13022944107,2,10000,IDR,Shipped,
ORD-10043,2026-07-19,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Completed,
ORD-10043,2026-07-19,7733258833_ID-14239398054,4,27249000,IDR,Completed,
ORD-10044,2026-07-19,8208846537_ID-14616530834,2,16499000,IDR,Completed,
ORD-10045,2026-07-19,556644369_MY-1141786737,2,7.120000000000000e+00,MYR,Completed,
ORD-10045,2026-07-19,7766536110_ID-14251418035,2,65000,IDR,Shipped,
ORD-10046,2026-07-19,7733258833_ID-14239398054,1,27249000,IDR,Completed,
ORD-10046,2026-07-19,TR356TBAA4XCOAANID-9814469,4,939000,IDR,Completed,
ORD-10047,2026-07-20,8210810323_ID-14618762295,1,20299000,IDR,Completed,10%
ORD-10048,2026-07-20,1297292854_TH-3195224281,1,419,THB,Completed,
ORD-10048,2026-07-20,5183778347_ID-9702626285,1,880000,IDR,Completed,
ORD-10048,2026-07-20,8210810323_ID-14618762295,3,20299000,IDR,Shipped,
ORD-10049,2026-07-20,2984200288_ID-13976190075,2,307000,IDR,Completed,
ORD-10050,2026-07-20,6872778045_ID-13022944107,3,10000,IDR,Completed,
ORD-10050,2026-07-20,2984200288_ID-13976190075,2,307000,IDR,Shipped,
ORD-10051,2026-07-20,2965074981_MY-14525455955,1,799,MYR,Completed,
ORD-10051,2026-07-20,7733258833_ID-14239398054,1,27249000,IDR,Completed,
ORD-10051,2026-07-20,8208846537_ID-14616530834,3,16499000,IDR,Completed,
ORD-10053,2026-07-20,2984200288_ID-13976190075,1,307000,IDR,Completed,
ORD-10053,2026-07-20,6872778045_ID-13022944107,3,10000,IDR,Completed,
ORD-10054,2026-07-20,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Completed,
ORD-10054,2026-07-20,556644369_MY-1141786737,1,7.120000000000000e+00,MYR,Completed,10%
ORD-10055,2026-07-20,7766536110_ID-14251418035,3,65000,IDR,Shipped,
ORD-10056,2026-07-20,2965074981_MY-14525455955,3,799,MYR,Completed,
ORD-10056,2026-07-20,5183778347_ID-9702626285,4,880000,IDR,Completed,
ORD-10057,2026-07-21,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Shipped,
ORD-10058,2026-07-21,6872778045_ID-13022944107,4,10000,IDR,Shipped,
ORD-10059,2026-07-21,556644369_MY-1141786737,2,7.120000000000000e+00,MYR,Shipped,
ORD-10059,2026-07-21,7713634395_ID-14196874621,3,10800,IDR,Completed,
ORD-10059,2026-07-21,8208846537_ID-14616530834,2,16499000,IDR,Completed,
ORD-10060,2026-07-21,8208846537_ID-14616530834,1,16499000,IDR,Completed,
ORD-10060,2026-07-21,7766536110_ID-14251418035,3,65000,IDR,Completed,
ORD-10060,2026-07-21,7713634395_ID-14196874621,1,10800,IDR,Shipped,10%
ORD-10061,2026-07-21,TR356TBAA4XCOAANID-9814469,4,939000,IDR,Completed,
ORD-10062,2026-07-21,5183778347_ID-9702626285,1,880000,IDR,Completed,10%
ORD-10063,2026-07-21,7733258833_ID-14239398054,3,27249000,IDR,Completed,
ORD-10063,2026-07-21,7766536110_ID-14251418035,4,65000,IDR,Completed,
ORD-10063,2026-07-21,6872778045_ID-13022944107,1,10000,IDR,Completed,
ORD-10064,2026-07-21,TR356TBAA4XCOAANID-9814469,4,939000,IDR,Completed,10%
ORD-10064,2026-07-21,6872778045_ID-13022944107,3,10000,IDR,Completed,10%
ORD-10065,2026-07-21,1297292854_TH-3195224281,4,419,THB,Completed,
ORD-10065,2026-07-21,7766536110_ID-14251418035,3,65000,IDR,Completed,
ORD-10065,2026-07-21,TR356TBAA4XCOAANID-9814469,1,939000,IDR,Shipped,10%
ORD-10067,2026-07-22,6872778045_ID-13022944107,1,10000,IDR,Completed,10%
ORD-10068,2026-07-22,2984200288_ID-13976190075,2,307000,IDR,Completed,
ORD-10068,2026-07-22,8208846537_ID-14616530834,1,16499000,IDR,Completed,
ORD-10069,2026-07-22,2984200288_ID-13976190075,1,307000,IDR,Completed,
ORD-10069,2026-07-22,1297292854_TH-3195224281,2,419,THB,Completed,
ORD-10069,2026-07-22,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Completed,
ORD-10070,2026-07-22,6872778045_ID-13022944107,2,10000,IDR,Completed,
ORD-10071,2026-07-22,TR356TBAA4XCOAANID-9814469,1,939000,IDR,Completed,
ORD-10072,2026-07-22,1297292854_TH-3195224281,1,419,THB,Completed,10%
ORD-10073,2026-07-22,6872778045_ID-13022944107,3,10000,IDR,Shipped,
ORD-10073,2026-07-22,556644369_MY-1141786737,3,7.120000000000000e+00,MYR,Completed,
ORD-10074,2026-07-22,7733258833_ID-14239398054,2,27249000,IDR,Completed,
ORD-10075,2026-07-22,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Shipped,
ORD-10076,2026-07-23,6872778045_ID-13022944107,2,10000,IDR,Completed,
ORD-10076,2026-07-23,7713634395_ID-14196874621,4,10800,IDR,Completed,
ORD-10076,2026-07-23,7733258833_ID-14239398054,4,27249000,IDR,Completed,
ORD-10077,2026-07-23,13353039_MY-10648467850,4,8.699999999999999e+00,MYR,Completed,
ORD-10077,2026-07-23,7713634395_ID-14196874621,2,10800,IDR,Completed,
ORD-10077,2026-07-23,8210810323_ID-14618762295,4,20299000,IDR,Completed,
ORD-10078,2026-07-23,13353039_MY-10648467850,7,8.699999999999999e+00,MYR,Shipped,
ORD-10078,2026-07-23,6872778045_ID-13022944107,2,10000,IDR,Completed,
ORD-10079,2026-07-23,556644369_MY-1141786737,2,7.120000000000000e+00,MYR,Completed,
ORD-10079,2026-07-23,6872778045_ID-13022944107,2,10000,IDR,Completed,
ORD-10080,2026-07-23,5183778347_ID-9702626285,3,880000,IDR,Completed,
ORD-10080,2026-07-23,13353039_MY-10648467850,5,8.699999999999999e+00,MYR,Completed,
ORD-10081,2026-07-23,2965074981_MY-14525455955,1,799,MYR,Completed,
ORD-10081,2026-07-23,TR356TBAA4XCOAANID-9814469,1,939000,IDR,Completed,
ORD-10082,2026-07-23,2965074981_MY-14525455955,1,799,MYR,Completed,
ORD-10082,2026-07-23,2984200288_ID-13976190075,1,307000,IDR,Completed,
ORD-10082,2026-07-23,TR356TBAA4XCOAANID-9814469,3,939000,IDR,Shipped,
ORD-10083,2026-07-23,2965074981_MY-14525455955,1,799,MYR,Shipped,
ORD-10083,2026-07-23,556644369_MY-1141786737,1,7.120000000000000e+00,MYR,Shipped,
ORD-10084,2026-07-23,8210810323_ID-14618762295,2,20299000,IDR,Completed,
ORD-10084,2026-07-23,6872778045_ID-13022944107,3,10000,IDR,Shipped,
ORD-10085,2026-07-23,8210810323_ID-14618762295,4,20299000,IDR,Completed,
ORD-10085,2026-07-23,5183778347_ID-9702626285,2,880000,IDR,Shipped,
ORD-10086,2026-07-23,556644369_MY-1141786737,4,7.120000000000000e+00,MYR,Completed,
ORD-10086,2026-07-23,TR356TBAA4XCOAANID-9814469,3,939000,IDR,Completed,
ORD-10086,2026-07-23,6872778045_ID-13022944107,1,10000,IDR,Completed,
ORD-10087,2026-07-23,6872778045_ID-13022944107,3,10000,IDR,Completed,
ORD-10088,2026-07-24,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Completed,10%
ORD-10088,2026-07-24,13353039_MY-10648467850,7,8.699999999999999e+00,MYR,Completed,
ORD-10088,2026-07-24,8208846537_ID-14616530834,3,16499000,IDR,Completed,
ORD-10089,2026-07-24,1297292854_TH-3195224281,3,419,THB,Completed,
ORD-10089,2026-07-24,2984200288_ID-13976190075,2,307000,IDR,Completed,
ORD-10089,2026-07-24,5183778347_ID-9702626285,4,880000,IDR,Shipped,
ORD-10090,2026-07-24,556644369_MY-1141786737,3,7.120000000000000e+00,MYR,Shipped,
ORD-10090,2026-07-24,7713634395_ID-14196874621,4,10800,IDR,Completed,
ORD-10090,2026-07-24,1297292854_TH-3195224281,1,419,THB,Completed,
ORD-10091,2026-07-24,TR356TBAA4XCOAANID-9814469,1,939000,IDR,Completed,
ORD-10092,2026-07-24,5183778347_ID-9702626285,3,880000,IDR,Completed,
ORD-10092,2026-07-24,1297292854_TH-3195224281,1,419,THB,Shipped,
ORD-10093,2026-07-24,2984200288_ID-13976190075,3,307000,IDR,Completed,
ORD-10094,2026-07-24,TR356TBAA4XCOAANID-9814469,1,939000,IDR,Completed,
ORD-10094,2026-07-24,1297292854_TH-3195224281,4,419,THB,Completed,
ORD-10094,2026-07-24,7733258833_ID-14239398054,3,27249000,IDR,Shipped,
ORD-10095,2026-07-24,7713634395_ID-14196874621,2,10800,IDR,Completed,10%
ORD-10096,2026-07-24,TR356TBAA4XCOAANID-9814469,3,939000,IDR,Completed,
ORD-10096,2026-07-24,2965074981_MY-14525455955,2,799,MYR,Completed,
ORD-10097,2026-07-24,5183778347_ID-9702626285,2,880000,IDR,Completed,
ORD-10097,2026-07-24,8210810323_ID-14618762295,1,20299000,IDR,Completed,
ORD-10098,2026-07-24,556644369_MY-1141786737,4,7.120000000000000e+00,MYR,Completed,10%
ORD-10098,2026-07-24,8210810323_ID-14618762295,2,20299000,IDR,Completed,
ORD-10099,2026-07-24,6872778045_ID-13022944107,1,10000,IDR,Shipped,
ORD-10099,2026-07-24,1297292854_TH-3195224281,1,419,THB,Shipped,
ORD-10099,2026-07-24,5183778347_ID-9702626285,4,880000,IDR,Completed,
ORD-10100,2026-07-25,8208846537_ID-14616530834,3,16499000,IDR,Shipped,10%
ORD-10100,2026-07-25,TR356TBAA4XCOAANID-9814469,1,939000,IDR,Shipped,
ORD-10101,2026-07-25,6872778045_ID-13022944107,2,10000,IDR,Completed,
ORD-10102,2026-07-25,8210810323_ID-14618762295,3,20299000,IDR,Completed,
ORD-10103,2026-07-25,5183778347_ID-9702626285,4,880000,IDR,Shipped,
ORD-10103,2026-07-25,7713634395_ID-14196874621,4,10800,IDR,Shipped,
ORD-10104,2026-07-25,8210810323_ID-14618762295,3,20299000,IDR,Completed,
ORD-10104,2026-07-25,5183778347_ID-9702626285,3,880000,IDR,Shipped,10%
ORD-10105,2026-07-25,556644369_MY-1141786737,3,7.120000000000000e+00,MYR,Completed,
ORD-10105,2026-07-25,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Completed,
ORD-10106,2026-07-25,7713634395_ID-14196874621,1,10800,IDR,Completed,
ORD-10106,2026-07-25,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Shipped,
ORD-10106,2026-07-25,556644369_MY-1141786737,4,7.120000000000000e+00,MYR,Completed,10%
ORD-10107,2026-07-25,7696384938_ID-14148478217,1,9459,IDR,Completed,
ORD-10108,2026-07-25,6872778045_ID-13022944107,2,10000,IDR,Completed,10%
ORD-10108,2026-07-25,7733258833_ID-14239398054,4,27249000,IDR,Completed,
ORD-10108,2026-07-25,13353039_MY-10648467850,4,8.699999999999999e+00,MYR,Shipped,
ORD-10109,2026-07-25,7696384938_ID-14148478217,1,9459,IDR,Completed,
ORD-10109,2026-07-25,2965074981_MY-14525455955,1,799,MYR,Shipped,10%
ORD-10109,2026-07-25,8208846537_ID-14616530834,2,16499000,IDR,Completed,
ORD-10110,2026-07-25,556644369_MY-1141786737,3,7.120000000000000e+00,MYR,Completed,
ORD-10111,2026-07-25,13353039_MY-10648467850,5,8.699999999999999e+00,MYR,Completed,
ORD-10111,2026-07-25,7713634395_ID-14196874621,2,10800,IDR,Completed,
ORD-10111,2026-07-25,6872778045_ID-13022944107,3,10000,IDR,Completed,
ORD-10112,2026-07-26,7713634395_ID-14196874621,2,10800,IDR,Completed,
ORD-10112,2026-07-26,7733258833_ID-14239398054,3,27249000,IDR,Completed,
ORD-10112,2026-07-26,TR356TBAA4XCOAANID-9814469,3,939000,IDR,Completed,
ORD-10113,2026-07-26,8210810323_ID-14618762295,2,20299000,IDR,Completed,10%
ORD-10113,2026-07-26,2984200288_ID-13976190075,2,307000,IDR,Completed,
ORD-10113,2026-07-26,13353039_MY-10648467850,4,8.699999999999999e+00,MYR,Completed,
ORD-10114,2026-07-26,13353039_MY-10648467850,6,8.699999999999999e+00,MYR,Completed,
ORD-10115,2026-07-26,2965074981_MY-14525455955,4,799,MYR,Completed,
ORD-10115,2026-07-26,8208846537_ID-14616530834,3,16499000,IDR,Completed,
ORD-10115,2026-07-26,6872778045_ID-13022944107,1,10000,IDR,Shipped,
ORD-10116,2026-07-26,2965074981_MY-14525455955,4,799,MYR,Completed,
ORD-10116,2026-07-26,8210810323_ID-14618762295,1,20299000,IDR,Shipped,10%
ORD-10116,2026-07-26,7713634395_ID-14196874621,1,10800,IDR,Completed,
ORD-10117,2026-07-26,2965074981_MY-14525455955,3,799,MYR,Completed,
ORD-10118,2026-07-26,2965074981_MY-14525455955,1,799,MYR,Completed,10%
ORD-10118,2026-07-26,5183778347_ID-9702626285,3,880000,IDR,Completed,
ORD-10118,2026-07-26,1297292854_TH-3195224281,4,419,THB,Completed,
ORD-10119,2026-07-26,6872778045_ID-13022944107,1,10000,IDR,Completed,
ORD-10119,2026-07-26,8208846537_ID-14616530834,3,16499000,IDR,Completed,
ORD-10120,2026-07-26,13353039_MY-10648467850,5,8.699999999999999e+00,MYR,Shipped,
ORD-10120,2026-07-26,7733258833_ID-14239398054,3,27249000,IDR,Completed,
ORD-10121,2026-07-26,13353039_MY-10648467850,6,8.699999999999999e+00,MYR,Completed,
ORD-10121,2026-07-26,2965074981_MY-14525455955,1,799,MYR,Shipped,
ORD-10121,2026-07-26,6872778045_ID-13022944107,2,10000,IDR,Shipped,
ORD-10122,2026-07-26,2984200288_ID-13976190075,2,307000,IDR,Shipped,10%
ORD-10122,2026-07-26,6872778045_ID-13022944107,2,10000,IDR,Shipped,
ORD-10123,2026-07-27,8208846537_ID-14616530834,1,16499000,IDR,Shipped,
ORD-10123,2026-07-27,2984200288_ID-13976190075,2,307000,IDR,Shipped,
ORD-10124,2026-07-27,2965074981_MY-14525455955,4,799,MYR,Completed,
ORD-10125,2026-07-27,2965074981_MY-14525455955,4,799,MYR,Shipped,
ORD-10126,2026-07-27,8210810323_ID-14618762295,3,20299000,IDR,Completed,
ORD-10126,2026-07-27,TR356TBAA4XCOAANID-9814469,4,939000,IDR,Completed,
ORD-10127,2026-07-27,7696384938_ID-14148478217,1,9459,IDR,Completed,
ORD-10127,2026-07-27,8210810323_ID-14618762295,3,20299000,IDR,Completed,
ORD-10128,2026-07-27,7733258833_ID-14239398054,4,27249000,IDR,Completed,
ORD-10129,2026-07-27,5183778347_ID-9702626285,3,880000,IDR,Completed,
ORD-10130,2026-07-27,8210810323_ID-14618762295,3,20299000,IDR,Shipped,10%
ORD-10131,2026-07-27,1297292854_TH-3195224281,1,419,THB,Completed,
ORD-10131,2026-07-27,7733258833_ID-14239398054,2,27249000,IDR,Completed,
ORD-10131,2026-07-27,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Completed,
ORD-10132,2026-07-28,5183778347_ID-9702626285,4,880000,IDR,Completed,
ORD-10133,2026-07-28,2965074981_MY-14525455955,4,799,MYR,Completed,
ORD-10133,2026-07-28,556644369_MY-1141786737,4,7.120000000000000e+00,MYR,Completed,10%
ORD-10134,2026-07-28,2965074981_MY-14525455955,2,799,MYR,Completed,10%
ORD-10135,2026-07-28,13353039_MY-10648467850,7,8.699999999999999e+00,MYR,Completed,
ORD-10136,2026-07-28,2965074981_MY-14525455955,4,799,MYR,Completed,
ORD-10136,2026-07-28,TR356TBAA4XCOAANID-9814469,4,939000,IDR,Completed,10%
ORD-10138,2026-07-28,8210810323_ID-14618762295,2,20299000,IDR,Completed,
ORD-10138,2026-07-28,2984200288_ID-13976190075,1,307000,IDR,Completed,
ORD-10139,2026-07-28,TR356TBAA4XCOAANID-9814469,2,939000,IDR,Completed,
ORD-10139,2026-07-28,1297292854_TH-3195224281,2,419,THB,Completed,
ORD-10140,2026-07-28,5183778347_ID-9702626285,2,880000,IDR,Completed,
ORD-10141,2026-07-28,5183778347_ID-9702626285,3,880000,IDR,Shipped,
ORD-10141,2026-07-28,7733258833_ID-14239398054,3,27249000,IDR,Completed,
ORD-10141,2026-07-28,TR356TBAA4XCOAANID-9814469,3,939000,IDR,Completed,10%
ORD-99001,2026-07-27,LAZADA-UNKNOWN-999,2,9.99,IDR,Completed,
ORD-10001,2026-07-15,8208846537_ID-14616530834,4,16499000,IDR,Completed,
ORD-99002,2026-07-27,TR356TBAA4XCOAANID-9814469,N/A,939000,IDR,Completed,
ORD-99003,2026-07-27,13353039_MY-10648467850,1,contact us,MYR,Completed,
ORD-99004,not-a-date,556644369_MY-1141786737,1,7.120000000000000e+00,MYR,Completed,
