order_id,order_date,sku,quantity,selling_price,currency,order_status,discount
ORD-10023,2026-07-17,6013308220,4,3.324000000000000e+01,USD,Completed,
ORD-10024,2026-07-17,382394597,2,1.688000000000000e+01,USD,Completed,
ORD-10024,2026-07-17,5164703747,1,6.090000000000000e+00,USD,Completed,10%
ORD-10024,2026-07-17,5344195287,3,2.199000000000000e+01,USD,Completed,
ORD-10025,2026-07-17,161657830,1,4.999000000000000e+01,USD,Shipped,
ORD-10025,2026-07-17,5184785010,1,2.299000000000000e+01,USD,Completed,
ORD-10026,2026-07-17,161657830,3,4.999000000000000e+01,USD,Shipped,10%
ORD-10027,2026-07-17,5344195287,3,2.199000000000000e+01,USD,Completed,
ORD-10027,2026-07-17,5164703747,1,6.090000000000000e+00,USD,Completed,
ORD-10028,2026-07-17,5155961106,4,2.499000000000000e+01,USD,Completed,
ORD-10028,2026-07-17,5164703747,2,6.090000000000000e+00,USD,Completed,10%
ORD-10028,2026-07-17,5344195287,4,2.199000000000000e+01,USD,Shipped,
ORD-10029,2026-07-17,5184785010,1,2.299000000000000e+01,USD,Completed,
ORD-10029,2026-07-17,5164703747,1,6.090000000000000e+00,USD,Completed,
ORD-10029,2026-07-17,5397071399,3,1.299000000000000e+01,USD,Shipped,
ORD-10030,2026-07-17,430528189,1,4.788000000000000e+01,USD,Completed,
ORD-10030,2026-07-17,161657830,1,4.999000000000000e+01,USD,Completed,
ORD-10031,2026-07-17,2749504314,2,1.999000000000000e+01,USD,Shipped,
ORD-10032,2026-07-17,173530386,1,2.290000000000000e+01,USD,Completed,10%
ORD-10033,2026-07-17,2749504314,2,1.999000000000000e+01,USD,Completed,10%
ORD-10033,2026-07-17,430528189,2,4.788000000000000e+01,USD,Shipped,
ORD-10033,2026-07-17,5155961106,3,2.499000000000000e+01,USD,Completed,
ORD-10034,2026-07-17,5184785010,1,2.299000000000000e+01,USD,Completed,
ORD-10034,2026-07-17,173530386,1,2.290000000000000e+01,USD,Completed,
ORD-10034,2026-07-17,5344195287,3,2.199000000000000e+01,USD,Shipped,10%
ORD-10035,2026-07-18,382394597,3,1.688000000000000e+01,USD,Completed,10%
ORD-10035,2026-07-18,6013308220,1,3.324000000000000e+01,USD,Shipped,
ORD-10036,2026-07-18,6013308220,4,3.324000000000000e+01,USD,Completed,
ORD-10036,2026-07-18,5344195287,2,2.199000000000000e+01,USD,Completed,
ORD-10037,2026-07-18,2749504314,2,1.999000000000000e+01,USD,Shipped,
ORD-10038,2026-07-18,6013308220,3,3.324000000000000e+01,USD,Completed,
ORD-10039,2026-07-18,5184785010,2,2.299000000000000e+01,USD,Completed,
ORD-10039,2026-07-18,2749504314,2,1.999000000000000e+01,USD,Completed,
ORD-10039,2026-07-18,871349337,4,2.738000000000000e+01,USD,Completed,
ORD-10040,2026-07-18,5184785010,4,2.299000000000000e+01,USD,Completed,
ORD-10041,2026-07-18,161657830,4,4.999000000000000e+01,USD,Completed,10%
ORD-10041,2026-07-18,5164703747,2,6.090000000000000e+00,USD,Shipped,
ORD-10041,2026-07-18,5397071399,3,1.299000000000000e+01,USD,Shipped,
ORD-10042,2026-07-18,173530386,3,2.290000000000000e+01,USD,Shipped,
ORD-10043,2026-07-18,382394597,4,1.688000000000000e+01,USD,Completed,
ORD-10043,2026-07-18,5184785010,4,2.299000000000000e+01,USD,Completed,
ORD-10044,2026-07-18,2749504314,3,1.999000000000000e+01,USD,Completed,
ORD-10045,2026-07-18,871349337,4,2.738000000000000e+01,USD,Completed,
ORD-10046,2026-07-18,5164703747,1,6.090000000000000e+00,USD,Completed,
ORD-10046,2026-07-18,382394597,3,1.688000000000000e+01,USD,Completed,
ORD-10047,2026-07-19,5184785010,1,2.299000000000000e+01,USD,Completed,
ORD-10047,2026-07-19,161657830,1,4.999000000000000e+01,USD,Completed,
ORD-10048,2026-07-19,6013308220,3,3.324000000000000e+01,USD,Completed,
ORD-10049,2026-07-19,161657830,1,4.999000000000000e+01,USD,Completed,
ORD-10050,2026-07-19,5164703747,3,6.090000000000000e+00,USD,Completed,
ORD-10050,2026-07-19,430528189,2,4.788000000000000e+01,USD,Completed,
ORD-10050,2026-07-19,669112285,1,9.890000000000001e+00,USD,Completed,
ORD-10051,2026-07-19,6013308220,1,3.324000000000000e+01,USD,Completed,
ORD-10051,2026-07-19,173530386,2,2.290000000000000e+01,USD,Shipped,
ORD-10051,2026-07-19,430528189,3,4.788000000000000e+01,USD,Completed,
ORD-10052,2026-07-19,173530386,4,2.290000000000000e+01,USD,Completed,
ORD-10053,2026-07-19,161657830,4,4.999000000000000e+01,USD,Shipped,10%
ORD-10053,2026-07-19,382394597,1,1.688000000000000e+01,USD,Completed,
ORD-10053,2026-07-19,5164703747,3,6.090000000000000e+00,USD,Completed,
ORD-10054,2026-07-19,5397071399,4,1.299000000000000e+01,USD,Completed,
ORD-10054,2026-07-19,382394597,2,1.688000000000000e+01,USD,Completed,
ORD-10055,2026-07-20,669112285,1,9.890000000000001e+00,USD,Completed,
ORD-10055,2026-07-20,2749504314,1,1.999000000000000e+01,USD,Completed,
ORD-10056,2026-07-20,669112285,3,9.890000000000001e+00,USD,Completed,10%
ORD-10057,2026-07-20,871349337,1,2.738000000000000e+01,USD,Completed,
ORD-10057,2026-07-20,6013308220,1,3.324000000000000e+01,USD,Completed,
ORD-10058,2026-07-20,382394597,2,1.688000000000000e+01,USD,Completed,10%
ORD-10058,2026-07-20,430528189,3,4.788000000000000e+01,USD,Completed,
ORD-10059,2026-07-20,173530386,4,2.290000000000000e+01,USD,Completed,
ORD-10059,2026-07-20,5397071399,4,1.299000000000000e+01,USD,Completed,
ORD-10060,2026-07-20,173530386,1,2.290000000000000e+01,USD,Completed,
ORD-10061,2026-07-20,5155961106,4,2.499000000000000e+01,USD,Completed,10%
ORD-10061,2026-07-20,669112285,4,9.890000000000001e+00,USD,Completed,
ORD-10062,2026-07-20,5184785010,1,2.299000000000000e+01,USD,Completed,
ORD-10063,2026-07-20,430528189,1,4.788000000000000e+01,USD,Completed,
ORD-10063,2026-07-20,173530386,3,2.290000000000000e+01,USD,Completed,
ORD-10063,2026-07-20,669112285,4,9.890000000000001e+00,USD,Completed,
ORD-10064,2026-07-20,2749504314,3,1.999000000000000e+01,USD,Completed,
ORD-10065,2026-07-20,173530386,3,2.290000000000000e+01,USD,Completed,10%
ORD-10066,2026-07-20,5344195287,2,2.199000000000000e+01,USD,Shipped,
ORD-10067,2026-07-20,6013308220,1,3.324000000000000e+01,USD,Completed,
ORD-10067,2026-07-20,161657830,3,4.999000000000000e+01,USD,Completed,10%
ORD-10068,2026-07-21,2749504314,4,1.999000000000000e+01,USD,Completed,
ORD-10069,2026-07-21,5397071399,4,1.299000000000000e+01,USD,Completed,
ORD-10069,2026-07-21,5184785010,4,2.299000000000000e+01,USD,Shipped,
ORD-10069,2026-07-21,430528189,2,4.788000000000000e+01,USD,Completed,
ORD-10070,2026-07-21,5164703747,4,6.090000000000000e+00,USD,Completed,
ORD-10070,2026-07-21,382394597,1,1.688000000000000e+01,USD,Shipped,
ORD-10071,2026-07-21,2749504314,2,1.999000000000000e+01,USD,Completed,
ORD-10072,2026-07-21,5155961106,2,2.499000000000000e+01,USD,Completed,10%
ORD-10072,2026-07-21,6013308220,4,3.324000000000000e+01,USD,Shipped,
ORD-10072,2026-07-21,5184785010,4,2.299000000000000e+01,USD,Completed,
ORD-10073,2026-07-21,6013308220,1,3.324000000000000e+01,USD,Completed,
ORD-10073,2026-07-21,669112285,4,9.890000000000001e+00,USD,Completed,
ORD-10073,2026-07-21,871349337,1,2.738000000000000e+01,USD,Completed,
ORD-10074,2026-07-21,871349337,1,2.738000000000000e+01,USD,Completed,10%
ORD-10074,2026-07-21,382394597,1,1.688000000000000e+01,USD,Completed,
ORD-10074,2026-07-21,5155961106,1,2.499000000000000e+01,USD,Completed,
ORD-10075,2026-07-21,871349337,3,2.738000000000000e+01,USD,Shipped,
ORD-10075,2026-07-21,5397071399,3,1.299000000000000e+01,USD,Completed,
ORD-10075,2026-07-21,6013308220,4,3.324000000000000e+01,USD,Completed,
ORD-10076,2026-07-21,5344195287,4,2.199000000000000e+01,USD,Completed,
ORD-10077,2026-07-21,5344195287,2,2.199000000000000e+01,USD,Completed,
ORD-10078,2026-07-21,173530386,3,2.290000000000000e+01,USD,Shipped,
ORD-10079,2026-07-21,430528189,4,4.788000000000000e+01,USD,Completed,
ORD-10079,2026-07-21,5164703747,3,6.090000000000000e+00,USD,Shipped,
ORD-10080,2026-07-22,5344195287,1,2.199000000000000e+01,USD,Completed,
ORD-10080,2026-07-22,382394597,1,1.688000000000000e+01,USD,Completed,
ORD-10081,2026-07-22,5155961106,2,2.499000000000000e+01,USD,Completed,
ORD-10082,2026-07-22,871349337,5,2.738000000000000e+01,USD,Completed,
ORD-10083,2026-07-22,871349337,6,2.738000000000000e+01,USD,Completed,
ORD-10083,2026-07-22,5344195287,4,2.199000000000000e+01,USD,Completed,
ORD-10084,2026-07-22,382394597,2,1.688000000000000e+01,USD,Completed,10%
ORD-10084,2026-07-22,6013308220,2,3.324000000000000e+01,USD,Completed,
ORD-10085,2026-07-22,5344195287,3,2.199000000000000e+01,USD,Completed,10%
ORD-10086,2026-07-22,6013308220,1,3.324000000000000e+01,USD,Completed,
ORD-10086,2026-07-22,382394597,1,1.688000000000000e+01,USD,Shipped,
ORD-10086,2026-07-22,5344195287,3,2.199000000000000e+01,USD,Completed,
ORD-10087,2026-07-22,5344195287,2,2.199000000000000e+01,USD,Shipped,
ORD-10088,2026-07-22,430528189,1,4.788000000000000e+01,USD,Shipped,
ORD-10088,2026-07-22,5184785010,4,2.299000000000000e+01,USD,Completed,
ORD-10088,2026-07-22,5164703747,3,6.090000000000000e+00,USD,Completed,
ORD-10089,2026-07-22,5155961106,1,2.499000000000000e+01,USD,Completed,
ORD-10089,2026-07-22,5344195287,4,2.199000000000000e+01,USD,Completed,
ORD-10090,2026-07-22,5397071399,1,1.299000000000000e+01,USD,Shipped,
ORD-10091,2026-07-23,5397071399,3,1.299000000000000e+01,USD,Shipped,10%
ORD-10092,2026-07-23,382394597,3,1.688000000000000e+01,USD,Completed,
ORD-10093,2026-07-23,382394597,1,1.688000000000000e+01,USD,Completed,10%
ORD-10095,2026-07-23,5184785010,3,2.299000000000000e+01,USD,Completed,
ORD-10096,2026-07-23,871349337,7,2.738000000000000e+01,USD,Completed,
ORD-10096,2026-07-23,2749504314,4,1.999000000000000e+01,USD,Shipped,10%
ORD-10097,2026-07-23,5344195287,2,2.199000000000000e+01,USD,Shipped,
ORD-10097,2026-07-23,5155961106,3,2.499000000000000e+01,USD,Shipped,
ORD-10098,2026-07-23,5164703747,4,6.090000000000000e+00,USD,Shipped,
ORD-10098,2026-07-23,5344195287,1,2.199000000000000e+01,USD,Completed,10%
ORD-10099,2026-07-23,5164703747,3,6.090000000000000e+00,USD,Shipped,
ORD-10099,2026-07-23,512809025,1,28,USD,Completed,
ORD-10100,2026-07-23,5344195287,3,2.199000000000000e+01,USD,Shipped,
ORD-10100,2026-07-23,6013308220,1,3.324000000000000e+01,USD,Completed,
ORD-10101,2026-07-23,430528189,3,4.788000000000000e+01,USD,Shipped,
ORD-10101,2026-07-23,5164703747,1,6.090000000000000e+00,USD,Completed,
ORD-10101,2026-07-23,5155961106,3,2.499000000000000e+01,USD,Completed,
ORD-10102,2026-07-23,173530386,4,2.290000000000000e+01,USD,Completed,
ORD-10102,2026-07-23,5397071399,1,1.299000000000000e+01,USD,Completed,
ORD-10102,2026-07-23,430528189,3,4.788000000000000e+01,USD,Completed,
ORD-10103,2026-07-23,430528189,4,4.788000000000000e+01,USD,Completed,10%
ORD-10103,2026-07-23,2749504314,4,1.999000000000000e+01,USD,Shipped,10%
ORD-10105,2026-07-24,5397071399,4,1.299000000000000e+01,USD,Shipped,
ORD-10105,2026-07-24,430528189,4,4.788000000000000e+01,USD,Completed,
ORD-10105,2026-07-24,5164703747,2,6.090000000000000e+00,USD,Completed,
ORD-10106,2026-07-24,512809025,1,28,USD,Completed,
ORD-10106,2026-07-24,5344195287,2,2.199000000000000e+01,USD,Completed,10%
ORD-10107,2026-07-24,5344195287,4,2.199000000000000e+01,USD,Completed,10%
ORD-10107,2026-07-24,2749504314,3,1.999000000000000e+01,USD,Completed,10%
ORD-10108,2026-07-24,5184785010,1,2.299000000000000e+01,USD,Completed,
ORD-10108,2026-07-24,669112285,2,9.890000000000001e+00,USD,Completed,
ORD-10109,2026-07-24,382394597,4,1.688000000000000e+01,USD,Completed,
ORD-10109,2026-07-24,5155961106,1,2.499000000000000e+01,USD,Completed,
ORD-10110,2026-07-24,430528189,3,4.788000000000000e+01,USD,Completed,
ORD-10110,2026-07-24,173530386,3,2.290000000000000e+01,USD,Completed,
ORD-10111,2026-07-24,5344195287,2,2.199000000000000e+01,USD,Completed,
ORD-10111,2026-07-24,6013308220,2,3.324000000000000e+01,USD,Completed,
ORD-10112,2026-07-25,5344195287,2,2.199000000000000e+01,USD,Shipped,
ORD-10113,2026-07-25,669112285,1,9.890000000000001e+00,USD,Completed,
ORD-10113,2026-07-25,5344195287,3,2.199000000000000e+01,USD,Completed,
ORD-10113,2026-07-25,6013308220,2,3.324000000000000e+01,USD,Completed,
ORD-10114,2026-07-25,6013308220,2,3.324000000000000e+01,USD,Shipped,
ORD-10114,2026-07-25,430528189,1,4.788000000000000e+01,USD,Completed,
ORD-10114,2026-07-25,5344195287,1,2.199000000000000e+01,USD,Completed,10%
ORD-10115,2026-07-25,5397071399,4,1.299000000000000e+01,USD,Completed,
ORD-10115,2026-07-25,173530386,3,2.290000000000000e+01,USD,Completed,
ORD-10115,2026-07-25,5184785010,2,2.299000000000000e+01,USD,Shipped,
ORD-10116,2026-07-25,430528189,1,4.788000000000000e+01,USD,Completed,10%
ORD-10116,2026-07-25,173530386,1,2.290000000000000e+01,USD,Completed,
ORD-10117,2026-07-25,382394597,4,1.688000000000000e+01,USD,Completed,10%
ORD-10117,2026-07-25,430528189,1,4.788000000000000e+01,USD,Completed,
ORD-10118,2026-07-25,382394597,3,1.688000000000000e+01,USD,Completed,
ORD-10119,2026-07-25,5344195287,4,2.199000000000000e+01,USD,Completed,
ORD-10120,2026-07-25,430528189,2,4.788000000000000e+01,USD,Completed,
ORD-10120,2026-07-25,5344195287,2,2.199000000000000e+01,USD,Completed,
ORD-10120,2026-07-25,669112285,3,9.890000000000001e+00,USD,Completed,
ORD-10121,2026-07-25,5397071399,4,1.299000000000000e+01,USD,Completed,
ORD-10121,2026-07-25,6013308220,1,3.324000000000000e+01,USD,Completed,10%
ORD-10121,2026-07-25,173530386,1,2.290000000000000e+01,USD,Completed,
ORD-10122,2026-07-25,669112285,3,9.890000000000001e+00,USD,Completed,
ORD-10123,2026-07-26,5397071399,3,1.299000000000000e+01,USD,Completed,
ORD-10123,2026-07-26,669112285,1,9.890000000000001e+00,USD,Shipped,
ORD-10124,2026-07-26,5397071399,4,1.299000000000000e+01,USD,Shipped,10%
ORD-10124,2026-07-26,173530386,3,2.290000000000000e+01,USD,Shipped,
ORD-10125,2026-07-26,5184785010,2,2.299000000000000e+01,USD,Shipped,
ORD-10126,2026-07-26,6013308220,3,3.324000000000000e+01,USD,Completed,
ORD-10126,2026-07-26,871349337,6,2.738000000000000e+01,USD,Shipped,
ORD-10127,2026-07-26,871349337,6,2.738000000000000e+01,USD,Completed,
ORD-10128,2026-07-26,5344195287,4,2.199000000000000e+01,USD,Completed,
ORD-10129,2026-07-26,173530386,4,2.290000000000000e+01,USD,Completed,
ORD-10129,2026-07-26,5155961106,4,2.499000000000000e+01,USD,Completed,
ORD-10129,2026-07-26,430528189,1,4.788000000000000e+01,USD,Completed,
ORD-10130,2026-07-26,5344195287,3,2.199000000000000e+01,USD,Completed,10%
ORD-10130,2026-07-26,871349337,5,2.738000000000000e+01,USD,Completed,
ORD-10130,2026-07-26,5397071399,2,1.299000000000000e+01,USD,Completed,
ORD-10131,2026-07-27,430528189,3,4.788000000000000e+01,USD,Completed,10%
ORD-10132,2026-07-27,512809025,1,28,USD,Completed,10%
ORD-10133,2026-07-27,871349337,5,2.738000000000000e+01,USD,Completed,10%
ORD-10133,2026-07-27,5184785010,3,2.299000000000000e+01,USD,Completed,10%
ORD-10133,2026-07-27,5155961106,4,2.499000000000000e+01,USD,Completed,
ORD-10134,2026-07-27,5184785010,4,2.299000000000000e+01,USD,Completed,
ORD-10134,2026-07-27,430528189,4,4.788000000000000e+01,USD,Completed,
ORD-10135,2026-07-27,5155961106,2,2.499000000000000e+01,USD,Completed,
ORD-10136,2026-07-27,5164703747,3,6.090000000000000e+00,USD,Completed,
ORD-10138,2026-07-27,173530386,4,2.290000000000000e+01,USD,Shipped,
ORD-10139,2026-07-27,5397071399,3,1.299000000000000e+01,USD,Completed,10%
ORD-10139,2026-07-27,173530386,4,2.290000000000000e+01,USD,Completed,
ORD-10139,2026-07-27,5344195287,3,2.199000000000000e+01,USD,Completed,
ORD-10140,2026-07-27,5397071399,4,1.299000000000000e+01,USD,Completed,10%
ORD-10140,2026-07-27,6013308220,1,3.324000000000000e+01,USD,Completed,
ORD-10141,2026-07-27,5344195287,4,2.199000000000000e+01,USD,Completed,
ORD-10142,2026-07-27,5184785010,3,2.299000000000000e+01,USD,Completed,
ORD-10142,2026-07-27,5344195287,1,2.199000000000000e+01,USD,Completed,
ORD-10143,2026-07-27,5164703747,4,6.090000000000000e+00,USD,Completed,
ORD-10143,2026-07-27,430528189,2,4.788000000000000e+01,USD,Completed,
ORD-10144,2026-07-28,5155961106,1,2.499000000000000e+01,USD,Completed,
ORD-10144,2026-07-28,5344195287,1,2.199000000000000e+01,USD,Completed,
ORD-10145,2026-07-28,430528189,3,4.788000000000000e+01,USD,Completed,
ORD-10146,2026-07-28,5397071399,3,1.299000000000000e+01,USD,Completed,
ORD-10146,2026-07-28,6013308220,3,3.324000000000000e+01,USD,Completed,
ORD-10147,2026-07-28,6013308220,3,3.324000000000000e+01,USD,Completed,10%
ORD-10147,2026-07-28,173530386,1,2.290000000000000e+01,USD,Completed,
ORD-10147,2026-07-28,669112285,3,9.890000000000001e+00,USD,Shipped,
ORD-10148,2026-07-28,5164703747,4,6.090000000000000e+00,USD,Completed,
ORD-10149,2026-07-28,382394597,3,1.688000000000000e+01,USD,Shipped,
ORD-10150,2026-07-28,382394597,3,1.688000000000000e+01,USD,Completed,10%
ORD-10150,2026-07-28,5155961106,1,2.499000000000000e+01,USD,Completed,
ORD-10151,2026-07-28,5155961106,1,2.499000000000000e+01,USD,Shipped,
ORD-10152,2026-07-28,5344195287,1,2.199000000000000e+01,USD,Completed,
ORD-10153,2026-07-28,669112285,1,9.890000000000001e+00,USD,Completed,
ORD-10153,2026-07-28,2749504314,2,1.999000000000000e+01,USD,Shipped,
ORD-10153,2026-07-28,5164703747,2,6.090000000000000e+00,USD,Completed,
ORD-10154,2026-07-28,871349337,4,2.738000000000000e+01,USD,Shipped,
ORD-10155,2026-07-28,5397071399,3,1.299000000000000e+01,USD,Completed,
ORD-99001,2026-07-27,WALMART-UNKNOWN-999,2,9.99,USD,Completed,
ORD-10001,2026-07-15,5155961106,4,2.499000000000000e+01,USD,Completed,
ORD-99002,2026-07-27,5344195287,N/A,2.199000000000000e+01,USD,Completed,
ORD-99003,2026-07-27,871349337,1,contact us,USD,Completed,
ORD-99004,not-a-date,382394597,1,1.688000000000000e+01,USD,Completed,
