sku,warehouse,available_inventory,reserved_inventory,incoming_inventory,reorder_level
22358439538,WH-WEST,54,5,15,15
23866653909,WH-EAST,124,3,24,20
23866653909,WH-WEST,94,5,13,15
25067601741,WH-EAST,142,8,8,20
25067601741,WH-WEST,94,5,20,15
14593842785,WH-EAST,178,7,37,20
14593842785,WH-WEST,73,4,1,15
12774691773,WH-EAST,101,10,15,20
12774691773,WH-WEST,41,1,17,15
24661543126,WH-EAST,68,6,26,20
24661543126,WH-WEST,86,4,19,15
2227602119,WH-EAST,132,2,11,20
2227602119,WH-WEST,69,3,3,15
20766882374,WH-EAST,82,5,30,20
20766882374,WH-WEST,78,3,13,15
7202550491,WH-EAST,121,1,24,20
7202550491,WH-WEST,68,3,19,15
14267849964,WH-EAST,180,7,21,20
14267849964,WH-WEST,68,0,5,15
27510210793,WH-EAST,113,6,28,20
27510210793,WH-WEST,40,0,6,15
22844173131,WH-EAST,133,6,30,20
22844173131,WH-WEST,78,0,6,15
22078010492,WH-EAST,65,8,16,20
22078010492,WH-WEST,52,4,3,15
10899608618,WH-EAST,71,9,22,20
10899608618,WH-WEST,84,6,8,15
6378783065,WH-EAST,88,4,22,20
6378783065,WH-WEST,41,4,3,15
16991267962,WH-EAST,63,7,21,20
16991267962,WH-WEST,83,3,5,15
10485798852,WH-EAST,71,10,8,20
10485798852,WH-WEST,31,1,2,15
19359743106,WH-EAST,92,2,12,20
19359743106,WH-WEST,81,5,8,15
29705848108,WH-EAST,107,1,16,20
29705848108,WH-WEST,56,5,10,15
13462619690,WH-EAST,162,1,36,20
13462619690,WH-WEST,86,4,10,15
20659907642,WH-EAST,163,9,23,20
20659907642,WH-WEST,71,4,16,15
25014938590,WH-EAST,168,1,6,20
25014938590,WH-WEST,51,3,2,15
24758938190,WH-EAST,102,5,33,20
24758938190,WH-WEST,83,5,8,15
26358995173,WH-EAST,140,1,29,20
26358995173,WH-WEST,64,3,10,15
20589970236,WH-EAST,65,1,3,20
20589970236,WH-WEST,38,0,19,15
13182775839,WH-EAST,74,4,11,20
13182775839,WH-WEST,70,3,17,15
26107382433,WH-EAST,67,7,27,20
26107382433,WH-WEST,77,2,6,15
23046833006,WH-EAST,146,2,0,20
23046833006,WH-WEST,53,4,8,15
22747607392,WH-EAST,143,7,11,20
22747607392,WH-WEST,82,4,11,15
25560365159,WH-EAST,97,3,9,20
25560365159,WH-WEST,51,1,10,15
22886781562,WH-EAST,118,2,14,20
22886781562,WH-WEST,115,2,15,15
26157144020,WH-EAST,84,6,13,20
26157144020,WH-WEST,109,4,15,15
23901136870,WH-EAST,173,3,15,20
23901136870,WH-WEST,74,4,2,15
21801168072,WH-EAST,163,8,15,20
21801168072,WH-WEST,87,0,6,15
9159011574,WH-EAST,141,9,15,20
9159011574,WH-WEST,32,2,12,15
21584249098,WH-EAST,169,6,19,20
21584249098,WH-WEST,61,4,8,15
20890243649,WH-EAST,67,5,8,20
20890243649,WH-WEST,64,4,4,15
18995315342,WH-EAST,86,1,26,20
18995315342,WH-WEST,114,2,9,15
14565615270,WH-EAST,164,9,11,20
14565615270,WH-WEST,82,4,0,15
24925788850,WH-EAST,93,1,22,20
24925788850,WH-WEST,109,3,1,15
29409781471,WH-EAST,62,0,15,20
29409781471,WH-WEST,52,0,3,15
22744534632,WH-EAST,76,8,11,20
22744534632,WH-WEST,78,4,13,15
18567727891,WH-EAST,166,3,33,20
18567727891,WH-WEST,67,3,5,15
14613920375,WH-EAST,167,8,25,20
14613920375,WH-WEST,48,6,17,15
22040544745,WH-EAST,123,1,23,20
22040544745,WH-WEST,31,5,15,15
25328480376,WH-EAST,70,8,7,20
25328480376,WH-WEST,45,1,8,15
25635374202,WH-EAST,165,4,16,20
25635374202,WH-WEST,113,1,13,15
17991531197,WH-EAST,87,1,12,20
17991531197,WH-WEST,87,4,3,15
11183535980,WH-EAST,165,1,1,20
11183535980,WH-WEST,94,1,8,15
15934939397,WH-EAST,179,7,39,20
15934939397,WH-WEST,112,2,17,15
25624184614,WH-EAST,167,0,39,20
25624184614,WH-WEST,70,4,14,15
18293103428,WH-EAST,71,4,26,20
18293103428,WH-WEST,51,6,1,15
25168730461,WH-EAST,77,9,2,20
25168730461,WH-WEST,101,4,19,15
20332824613,WH-EAST,65,8,7,20
20332824613,WH-WEST,108,6,4,15
16198254113,WH-EAST,67,8,24,20
16198254113,WH-WEST,58,1,2,15
21201939734,WH-EAST,135,8,27,20
21201939734,WH-WEST,67,4,11,15
24177824824,WH-EAST,107,9,2,20
24177824824,WH-WEST,63,4,8,15
14980138200,WH-EAST,151,6,20,20
14980138200,WH-WEST,52,6,2,15
22749272680,WH-EAST,172,5,10,20
22749272680,WH-WEST,91,1,6,15
27050532638,WH-EAST,87,7,35,20
27050532638,WH-WEST,97,5,13,15
5067446765,WH-EAST,110,1,37,20
5067446765,WH-WEST,92,1,16,15
25515506987,WH-EAST,101,7,19,20
25515506987,WH-WEST,37,4,7,15
6693186648,WH-EAST,71,1,8,20
6693186648,WH-WEST,90,4,13,15
23075916462,WH-EAST,116,4,12,20
23075916462,WH-WEST,39,5,15,15
17222160132,WH-EAST,68,4,24,20
17222160132,WH-WEST,90,3,4,15
5875315506,WH-EAST,64,5,22,20
5875315506,WH-WEST,40,5,2,15
25111899372,WH-EAST,101,4,12,20
25111899372,WH-WEST,67,5,10,15
6816473040,WH-EAST,79,0,19,20
6816473040,WH-WEST,70,6,13,15
4005418176,WH-EAST,148,8,23,20
4005418176,WH-WEST,68,5,18,15
24118077657,WH-EAST,89,5,30,20
24118077657,WH-WEST,114,0,17,15
18223507617,WH-EAST,101,2,26,20
18223507617,WH-WEST,43,3,11,15
22717619988,WH-EAST,116,8,29,20
22717619988,WH-WEST,38,5,10,15
22393139100,WH-EAST,99,0,26,20
22393139100,WH-WEST,100,4,14,15
21370400063,WH-EAST,130,2,28,20
21370400063,WH-WEST,79,4,18,15
18014222353,WH-EAST,173,8,18,20
18014222353,WH-WEST,83,2,1,15
22235010759,WH-EAST,154,1,22,20
22235010759,WH-WEST,98,1,17,15
22044832546,WH-EAST,178,5,6,20
22044832546,WH-WEST,98,3,8,15
23589299987,WH-EAST,61,0,30,20
23589299987,WH-WEST,106,3,11,15
28601881408,WH-EAST,68,3,11,20
28601881408,WH-WEST,49,5,19,15
16090432869,WH-EAST,108,10,34,20
16090432869,WH-WEST,89,1,8,15
22987585053,WH-EAST,144,4,1,20
22987585053,WH-WEST,94,1,19,15
25568136523,WH-EAST,107,6,2,20
25568136523,WH-WEST,103,4,16,15
25085645671,WH-EAST,127,9,8,20
25085645671,WH-WEST,65,2,12,15
21938425526,WH-EAST,86,7,6,20
21938425526,WH-WEST,100,3,11,15
20570829882,WH-EAST,106,4,10,20
20570829882,WH-WEST,37,1,15,15
22371117760,WH-EAST,102,3,6,20
22371117760,WH-WEST,78,0,17,15
23519311575,WH-EAST,98,7,35,20
23519311575,WH-WEST,46,5,12,15
27903786416,WH-EAST,175,3,12,20
27903786416,WH-WEST,60,4,8,15
17276334761,WH-EAST,122,3,3,20
17276334761,WH-WEST,37,2,19,15
18205182248,WH-EAST,177,5,5,20
18205182248,WH-WEST,78,6,1,15
18335955449,WH-EAST,110,9,31,20
18335955449,WH-WEST,47,2,20,15
2813873864,WH-EAST,67,3,29,20
2813873864,WH-WEST,38,5,10,15
24514425386,WH-EAST,99,1,21,20
24514425386,WH-WEST,55,1,12,15
8788050932,WH-EAST,126,8,34,20
8788050932,WH-WEST,37,2,13,15
22560967856,WH-EAST,69,1,21,20
22560967856,WH-WEST,47,1,2,15
15180448875,WH-EAST,121,4,4,20
15180448875,WH-WEST,94,6,7,15
26300247893,WH-EAST,130,7,36,20
26300247893,WH-WEST,86,1,8,15
25125079417,WH-EAST,86,2,40,20
25125079417,WH-WEST,65,5,13,15
18074448002,WH-EAST,122,9,6,20
18074448002,WH-WEST,95,5,2,15
22405437131,WH-EAST,143,3,36,20
22405437131,WH-WEST,92,2,15,15
24580554474,WH-EAST,110,3,27,20
24580554474,WH-WEST,111,5,4,15
22966124532,WH-EAST,72,1,7,20
22966124532,WH-WEST,113,3,1,15
24963802263,WH-EAST,152,3,13,20
24963802263,WH-WEST,100,2,6,15
23042783319,WH-EAST,136,2,32,20
23042783319,WH-WEST,78,4,15,15
18278336381,WH-EAST,77,5,22,20
18278336381,WH-WEST,59,6,2,15
20282564492,WH-EAST,157,2,27,20
20282564492,WH-WEST,114,4,9,15
25974430851,WH-EAST,82,9,10,20
25974430851,WH-WEST,66,2,10,15
24100105863,WH-EAST,168,4,11,20
24100105863,WH-WEST,88,5,19,15
12932987285,WH-EAST,87,8,27,20
12932987285,WH-WEST,41,1,16,15
20280062365,WH-EAST,68,0,1,20
20280062365,WH-WEST,36,0,5,15
28059791602,WH-EAST,170,5,14,20
28059791602,WH-WEST,56,5,16,15
2753563873,WH-EAST,127,7,26,20
2753563873,WH-WEST,110,1,1,15
22796028396,WH-EAST,168,1,27,20
22796028396,WH-WEST,116,2,13,15
23557418619,WH-EAST,110,4,33,20
23557418619,WH-WEST,105,3,0,15
18122880512,WH-EAST,98,6,0,20
18122880512,WH-WEST,76,5,6,15
16459623801,WH-EAST,152,8,16,20
16459623801,WH-WEST,65,3,0,15
19950623906,WH-EAST,160,6,21,20
19950623906,WH-WEST,37,5,8,15
25534974862,WH-EAST,103,9,28,20
25534974862,WH-WEST,107,0,14,15
25360843143,WH-EAST,178,6,11,20
25360843143,WH-WEST,48,2,7,15
15814566066,WH-EAST,64,7,39,20
15814566066,WH-WEST,120,4,18,15
9745430808,WH-EAST,172,1,15,20
9745430808,WH-WEST,35,5,18,15
21885311198,WH-EAST,80,7,23,20
21885311198,WH-WEST,118,2,14,15
18286881342,WH-EAST,101,3,22,20
18286881342,WH-WEST,101,4,13,15
12276786858,WH-EAST,71,3,28,20
12276786858,WH-WEST,57,4,15,15
28909195928,WH-EAST,173,5,7,20
28909195928,WH-WEST,60,5,16,15
22728828995,WH-EAST,160,2,7,20
22728828995,WH-WEST,32,5,14,15
24068870843,WH-EAST,164,6,33,20
24068870843,WH-WEST,44,3,1,15
25352589099,WH-EAST,91,6,14,20
25352589099,WH-WEST,44,2,13,15
23670062121,WH-EAST,72,2,38,20
23670062121,WH-WEST,68,5,15,15
8159491442,WH-EAST,154,2,10,20
8159491442,WH-WEST,113,2,1,15
16399611463,WH-EAST,124,2,23,20
16399611463,WH-WEST,100,4,1,15
25475621727,WH-EAST,131,7,12,20
25475621727,WH-WEST,108,4,2,15
18144992295,WH-EAST,167,9,27,20
18144992295,WH-WEST,62,4,5,15
21293221970,WH-EAST,176,7,0,20
21293221970,WH-WEST,112,4,3,15
100303245,WH-EAST,84,5,12,20
100303245,WH-WEST,101,3,8,15
22023461494,WH-EAST,145,4,21,20
22023461494,WH-WEST,40,2,15,15
28160157735,WH-EAST,140,2,28,20
28160157735,WH-WEST,66,1,8,15
20639839835,WH-EAST,114,1,13,20
20639839835,WH-WEST,41,2,11,15
23224457333,WH-EAST,112,8,1,20
23224457333,WH-WEST,58,2,9,15
25904931962,WH-EAST,147,9,7,20
25904931962,WH-WEST,96,5,15,15
18182109256,WH-EAST,119,1,17,20
18182109256,WH-WEST,64,5,12,15
22451414655,WH-EAST,145,8,36,20
22451414655,WH-WEST,105,6,16,15
23150552708,WH-EAST,112,1,29,20
23150552708,WH-WEST,109,1,3,15
22785583826,WH-EAST,104,7,9,20
22785583826,WH-WEST,45,3,5,15
7008946019,WH-EAST,71,5,38,20
7008946019,WH-WEST,118,0,5,15
24228888037,WH-EAST,121,9,14,20
24228888037,WH-WEST,108,2,9,15
24507331200,WH-EAST,86,1,23,20
24507331200,WH-WEST,98,5,18,15
10387367031,WH-EAST,64,9,8,20
10387367031,WH-WEST,95,3,13,15
29210094610,WH-EAST,81,4,39,20
29210094610,WH-WEST,77,4,5,15
25514450714,WH-EAST,156,2,35,20
25514450714,WH-WEST,111,4,3,15
23258635192,WH-EAST,124,4,26,20
23258635192,WH-WEST,92,2,7,15
7702733408,WH-EAST,101,6,18,20
7702733408,WH-WEST,104,5,5,15
17670625047,WH-EAST,86,10,24,20
17670625047,WH-WEST,95,3,2,15
25013526765,WH-EAST,64,8,30,20
25013526765,WH-WEST,109,0,3,15
4324661513,WH-EAST,106,2,38,20
4324661513,WH-WEST,67,1,13,15
21590925642,WH-EAST,155,6,12,20
21590925642,WH-WEST,81,0,8,15
29604428485,WH-EAST,117,8,3,20
29604428485,WH-WEST,74,1,1,15
29360177784,WH-EAST,83,7,21,20
29360177784,WH-WEST,116,0,1,15
21161931864,WH-EAST,175,8,35,20
21161931864,WH-WEST,46,2,13,15
22573969682,WH-EAST,85,3,7,20
22573969682,WH-WEST,47,1,5,15
22635286080,WH-EAST,176,4,37,20
22635286080,WH-WEST,43,2,10,15
17141998527,WH-EAST,112,4,40,20
17141998527,WH-WEST,60,2,0,15
23636495890,WH-EAST,103,2,30,20
23636495890,WH-WEST,87,2,10,15
22708421890,WH-EAST,147,0,19,20
22708421890,WH-WEST,53,5,0,15
11968566099,WH-EAST,150,4,39,20
11968566099,WH-WEST,51,5,5,15
24327685031,WH-EAST,127,2,13,20
24327685031,WH-WEST,115,0,1,15
22468325571,WH-EAST,133,9,7,20
22468325571,WH-WEST,75,4,2,15
23003246850,WH-EAST,139,3,24,20
23003246850,WH-WEST,116,6,0,15
23315683760,WH-EAST,134,5,23,20
23315683760,WH-WEST,48,1,15,15
13673821252,WH-EAST,156,7,34,20
13673821252,WH-WEST,93,2,11,15
15472139770,WH-EAST,105,1,14,20
15472139770,WH-WEST,75,2,10,15
24676592096,WH-EAST,175,4,11,20
24676592096,WH-WEST,109,3,7,15
22851591966,WH-EAST,120,1,14,20
22851591966,WH-WEST,81,4,13,15
20063966426,WH-EAST,112,6,34,20
20063966426,WH-WEST,46,5,7,15
25765928834,WH-EAST,133,9,10,20
25765928834,WH-WEST,71,4,20,15
16946993990,WH-EAST,152,10,23,20
16946993990,WH-WEST,107,3,3,15
22232722628,WH-EAST,100,4,27,20
22232722628,WH-WEST,74,4,5,15
28009340698,WH-EAST,112,9,15,20
28009340698,WH-WEST,40,5,6,15
25330225753,WH-EAST,91,5,9,20
25330225753,WH-WEST,52,1,1,15
7360103867,WH-EAST,171,5,19,20
7360103867,WH-WEST,97,4,10,15
20887590279,WH-EAST,141,6,7,20
20887590279,WH-WEST,47,5,0,15
26351120264,WH-EAST,77,8,33,20
26351120264,WH-WEST,39,2,16,15
9900472917,WH-EAST,150,3,34,20
9900472917,WH-WEST,88,2,13,15
22569563842,WH-EAST,72,10,16,20
22569563842,WH-WEST,78,2,14,15
9171195164,WH-EAST,77,3,34,20
9171195164,WH-WEST,30,2,10,15
22748391402,WH-EAST,86,7,6,20
22748391402,WH-WEST,98,3,15,15
5756528647,WH-EAST,164,6,20,20
5756528647,WH-WEST,106,0,20,15
11821464825,WH-EAST,78,8,26,20
11821464825,WH-WEST,84,4,13,15
23719663627,WH-EAST,129,5,39,20
23719663627,WH-WEST,90,4,10,15
25622661121,WH-EAST,84,3,27,20
25622661121,WH-WEST,94,5,15,15
23050882710,WH-EAST,150,4,7,20
23050882710,WH-WEST,115,5,9,15
9106040837,WH-EAST,131,7,35,20
9106040837,WH-WEST,86,0,6,15
6532189686,WH-EAST,157,8,10,20
6532189686,WH-WEST,32,5,2,15
26703763804,WH-EAST,71,5,18,20
26703763804,WH-WEST,100,3,8,15
29954418580,WH-EAST,94,5,13,20
29954418580,WH-WEST,37,4,11,15
22788815340,WH-EAST,171,4,17,20
22788815340,WH-WEST,116,4,15,15
22177041187,WH-EAST,153,8,10,20
22177041187,WH-WEST,88,0,14,15
23442260548,WH-EAST,133,6,32,20
23442260548,WH-WEST,119,5,8,15
22164564818,WH-EAST,109,5,13,20
22164564818,WH-WEST,79,3,4,15
25313455175,WH-EAST,95,6,20,20
25313455175,WH-WEST,120,4,13,15
26610161576,WH-EAST,66,8,32,20
26610161576,WH-WEST,35,5,17,15
20886023915,WH-EAST,121,3,39,20
20886023915,WH-WEST,80,6,7,15
23682696913,WH-EAST,153,2,38,20
23682696913,WH-WEST,105,2,12,15
24069087515,WH-EAST,103,7,7,20
24069087515,WH-WEST,59,5,4,15
22873452722,WH-EAST,133,3,18,20
22873452722,WH-WEST,102,5,5,15
13233552283,WH-EAST,130,9,0,20
13233552283,WH-WEST,55,5,9,15
24121032227,WH-EAST,73,0,27,20
24121032227,WH-WEST,89,2,7,15
13291771904,WH-EAST,147,8,5,20
13291771904,WH-WEST,98,2,5,15
20828111937,WH-EAST,98,2,24,20
20828111937,WH-WEST,70,4,9,15
4208945901,WH-EAST,143,4,34,20
4208945901,WH-WEST,43,4,20,15
12374770386,WH-EAST,143,7,30,20
12374770386,WH-WEST,76,3,6,15
20457834235,WH-EAST,76,1,11,20
20457834235,WH-WEST,36,2,19,15
25219279799,WH-EAST,87,3,24,20
25219279799,WH-WEST,32,3,1,15
11225696496,WH-EAST,153,4,2,20
11225696496,WH-WEST,83,2,3,15
21842792689,WH-EAST,151,0,29,20
21842792689,WH-WEST,74,0,12,15
20674334440,WH-EAST,103,2,21,20
20674334440,WH-WEST,39,4,19,15
25324108296,WH-EAST,71,4,1,20
25324108296,WH-WEST,90,2,16,15
16795592987,WH-EAST,138,9,37,20
16795592987,WH-WEST,59,4,8,15
11214789866,WH-EAST,159,4,15,20
11214789866,WH-WEST,73,0,6,15
27557540175,WH-EAST,176,5,2,20
27557540175,WH-WEST,50,5,2,15
22382817780,WH-EAST,134,2,13,20
22382817780,WH-WEST,82,2,4,15
25458346302,WH-EAST,117,10,9,20
25458346302,WH-WEST,42,1,11,15
18364211662,WH-EAST,161,3,21,20
18364211662,WH-WEST,34,1,4,15
197180945,WH-EAST,160,6,25,20
197180945,WH-WEST,76,0,8,15
24033734200,WH-EAST,123,1,31,20
24033734200,WH-WEST,106,2,15,15
26300994070,WH-EAST,95,3,26,20
26300994070,WH-WEST,64,4,4,15
21262844249,WH-EAST,127,0,4,20
21262844249,WH-WEST,41,2,12,15
28251819988,WH-EAST,172,8,4,20
28251819988,WH-WEST,55,6,9,15
25713764645,WH-EAST,115,2,23,20
25713764645,WH-WEST,96,4,9,15
22618767004,WH-EAST,76,1,15,20
22618767004,WH-WEST,68,4,2,15
24374020457,WH-EAST,83,6,13,20
24374020457,WH-WEST,59,4,6,15
988499101,WH-EAST,142,10,19,20
988499101,WH-WEST,85,2,8,15
3655613587,WH-EAST,62,2,34,20
3655613587,WH-WEST,90,1,7,15
23809973219,WH-EAST,65,3,30,20
23809973219,WH-WEST,72,2,16,15
7351678027,WH-EAST,107,3,39,20
7351678027,WH-WEST,50,2,18,15
2454109289,WH-EAST,69,6,15,20
2454109289,WH-WEST,92,1,12,15
25516245036,WH-EAST,141,2,29,20
25516245036,WH-WEST,81,4,3,15
21852511227,WH-EAST,130,8,38,20
21852511227,WH-WEST,34,2,17,15
25279949319,WH-EAST,124,9,3,20
25279949319,WH-WEST,59,3,8,15
7901863568,WH-EAST,143,1,10,20
7901863568,WH-WEST,70,3,17,15
27403328435,WH-EAST,165,7,40,20
27403328435,WH-WEST,50,4,17,15
22664190595,WH-EAST,180,4,4,20
22664190595,WH-WEST,59,0,8,15
25100260793,WH-EAST,178,1,10,20
25100260793,WH-WEST,35,0,4,15
25718179309,WH-EAST,168,6,22,20
25718179309,WH-WEST,86,5,19,15
25060162617,WH-EAST,135,9,8,20
25060162617,WH-WEST,93,3,10,15
24677165121,WH-EAST,70,3,24,20
24677165121,WH-WEST,99,4,13,15
29753874580,WH-EAST,155,3,23,20
29753874580,WH-WEST,99,0,19,15
16718739356,WH-EAST,73,1,11,20
16718739356,WH-WEST,115,4,7,15
19202759802,WH-EAST,145,10,36,20
19202759802,WH-WEST,90,2,8,15
24856286076,WH-EAST,122,4,21,20
24856286076,WH-WEST,36,4,9,15
6979455090,WH-EAST,144,6,26,20
6979455090,WH-WEST,90,1,10,15
23336998386,WH-EAST,172,0,32,20
23336998386,WH-WEST,88,2,6,15
14894023149,WH-EAST,126,9,14,20
14894023149,WH-WEST,108,2,18,15
22789965822,WH-EAST,166,4,12,20
22789965822,WH-WEST,106,4,6,15
24875951983,WH-EAST,87,6,21,20
24875951983,WH-WEST,105,5,18,15
9932276850,WH-EAST,89,6,2,20
9932276850,WH-WEST,108,6,12,15
20781757757,WH-EAST,109,5,2,20
20781757757,WH-WEST,39,0,6,15
25226454053,WH-EAST,156,7,15,20
25226454053,WH-WEST,94,5,11,15
24322509955,WH-EAST,178,1,18,20
24322509955,WH-WEST,63,1,18,15
21381938581,WH-EAST,111,6,15,20
21381938581,WH-WEST,117,6,11,15
22415159945,WH-EAST,131,2,31,20
22415159945,WH-WEST,52,1,15,15
17046096773,WH-EAST,148,2,17,20
17046096773,WH-WEST,84,1,11,15
10782047527,WH-EAST,169,7,23,20
10782047527,WH-WEST,105,1,5,15
22137177884,WH-EAST,123,8,27,20
22137177884,WH-WEST,63,0,3,15
22159076577,WH-EAST,120,5,23,20
22159076577,WH-WEST,60,3,1,15
27700989315,WH-EAST,89,1,21,20
27700989315,WH-WEST,66,3,4,15
16945356445,WH-EAST,168,5,38,20
16945356445,WH-WEST,86,3,1,15
3726142118,WH-EAST,109,3,26,20
3726142118,WH-WEST,43,5,5,15
28157174287,WH-EAST,63,4,12,20
28157174287,WH-WEST,112,2,10,15
22502597550,WH-EAST,114,8,3,20
22502597550,WH-WEST,92,3,19,15
27201995666,WH-EAST,172,5,31,20
27201995666,WH-WEST,79,2,11,15
9987019690,WH-EAST,139,0,6,20
9987019690,WH-WEST,108,5,6,15
25621011479,WH-EAST,84,1,5,20
25621011479,WH-WEST,53,2,10,15
22571538119,WH-EAST,95,10,37,20
22571538119,WH-WEST,79,1,13,15
25174026360,WH-EAST,173,0,8,20
25174026360,WH-WEST,63,6,13,15
